"y","x"
0.7400284124866109,0.6725756081754277
0.6943804759995478,0.7372127593646625
0.6460978360528833,0.7990555926342934
0.5954678261604129,0.8579987371575256
0.5427766105396559,0.9139757930101816
0.4883030390240949,0.9669559040766417
0.43231384853331484,1.016939568240547
0.37506012822231294,1.063954056294509
0.3167750156976974,1.108048778819126
0.2576724036379901,1.149290853077406
0.19794651701208202,1.1877610255795699
0.13777214501449764,1.2235500553633087
0.07730535689879203,1.2567555962210646
0.016684542653304917,1.2874795780463124
-0.043968338993001496,1.315826056075231
-0.10454641066605277,1.3418994865864933
-0.16495649562401501,1.3658033747625744
-0.22511776055590585,1.3876392407331144
-0.2849604143780682,1.4075058560792444
-0.34442449337013303,1.4254986937758571
-0.4034587350575976,1.4417095602355705
-0.46201955343418427,1.4562263668306021
-0.5200701123857545,1.4691330124448285
-0.5775794948900155,1.4805093514024876
-0.6345219624488202,1.4904312260668842
-0.6908762979590413,1.498970547309785
-0.7466252251643365,1.5061954099927954
-0.8017548961607409,1.512170230076351
-0.8562544421367821,1.5169559015203027
-0.9101155785794786,1.5206099594073461
-0.9633322593134386,1.523186747931623
-1.015900373940032,1.5247375892438981
-1.0678174832892307,1.525310950258764
-1.1190825883050768,1.524952605367771
-1.169695928351913,1.5237057937777339
-1.2196588047886725,1.5216113700040306
-1.2689734277697065,1.5187079482149166
-1.317642781888833,1.5150320384848464
-1.3656705094187156,1.5106181759780335
-1.4130608085439058,1.5054990428278103
-1.4598183443637691,1.4997055825595709
-1.5059481716174716,1.4932671076579707
-1.5514556673502307,1.4862114003753801
-1.5963464721024276,1.4785648070422308
-1.6406264389057248,1.4703523263507556
-1.6843015889180923,1.4615976918259657
-1.727378073013966,1.4523234488638876
-1.7698621374611936,1.4425510266953219
-1.8117600956240147,1.4323008054757764
-1.8530783030050944,1.4215921791724162
-1.8938231344258083,1.410443613956229
-1.9340009667268645,1.3988727028037322
-1.9736181608193542,1.3868962166882273
-2.0126810496624543,1.3745301519597637
-2.0511959246819074,1.3617897752240218
-2.0891690270338907,1.3486896644924617
-2.1266065378877483,1.3352437485042035
-2.163514572024736,1.3214653426888476
-2.199899171185982,1.3073671834909222
-2.235766299347537,1.2929614599874253
-2.2711218384796057,1.2782598438116413
-2.305971585111936,1.2632735170587859
-2.3403212478725073,1.2480131983823166
-2.3741764451960994,1.2324891676382945
-2.4075427043192574,1.216711288560933
-2.44042545870089,1.2006890314501533
-2.472830048893784,1.1844314922870833
-2.504761722417221,1.1679474117196083
-2.536225632046463,1.1512451943273567
-2.5672268373242453,1.1343329242825417
-2.597770305069253,1.117218381227399
-2.627860908811673,1.099909056344723
-2.657503430701173,1.0824121653213459
-2.6867025623998515,1.0647346617132671
-2.715462905343192,1.0468832503168404
-2.743788972565201,1.0288643981240835
-2.7716851898675436,1.0106843456039059
-2.7991558966396526,0.9923491178605734
-2.826205347707942,0.9738645338746598
-2.852837714647667,0.9552362160764344
-2.8790570868819483,0.9364695997097328
-2.904867473484137,0.9175699407057323
-2.930272804568661,0.8985423238255049
-2.9552769325622212,0.8793916705541035
-2.979883633928812,0.8601227458186044
-3.0040966105844964,0.8407401649473365
-3.0279194912408878,0.8212484003568888
-3.0513558330847035,0.8016517872385706
-3.074409123199044,0.7819545294802088
-3.0970827796228972,0.7621607059925095
